CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Point Earned,Card_Type_Encoded,Geography_France,Geography_Germany,Geography_Spain,Engagement,Balance_to_Salary,Tenure_per_Age,High_Balance,Low_Balance,Risk_Score,Age_Balance,Tenure_Balance,CustomerCluster
555,1,37,9,124969.13,1,1,0,60194.05,0,0,2,904,2,True,False,False,0,2.076069876177526,0.23684210526315788,1,0,0.0,4623857.8100000005,1124722.17,2
647,1,44,4,93960.35,1,1,0,36579.53,1,1,2,417,1,False,True,False,0,2.5685890827716276,0.08888888888888889,0,0,0.98,4134255.4000000004,375841.4,3
714,0,51,4,88308.87,3,0,0,5862.53,1,1,3,738,2,True,False,False,0,15.060700635965024,0.07692307692307693,0,0,0.97,4503752.37,353235.48,2
850,0,39,10,0.0,2,1,1,143030.09,0,0,3,440,4,False,False,True,2,0.0,0.25,0,0,0.0,0.0,0.0,4
713,0,59,3,0.0,2,1,1,62700.08,0,0,5,245,1,True,False,False,2,0.0,0.05,0,0,0.0,0.0,0.0,3
452,1,30,7,112935.87,1,1,1,99017.34,0,0,1,575,4,True,False,False,1,1.140555072928914,0.22580645161290322,1,0,0.0,3388076.0999999996,790551.09,0
683,0,24,8,98567.1,1,1,0,187987.01,0,0,1,987,1,False,False,True,0,0.5243265248671977,0.32,1,0,0.0,2365610.4000000004,788536.8,0
577,0,26,1,180530.51,1,0,0,123454.62,0,0,3,873,4,True,False,False,0,1.4623109907835707,0.037037037037037035,1,0,0.0,4693793.26,180530.51,1
552,1,33,5,140931.57,1,0,1,10921.5,0,0,5,330,3,True,False,False,1,12.902867475394828,0.14705882352941177,1,0,0.0,4650741.8100000005,704657.8500000001,3
769,0,31,7,148913.72,2,1,0,53817.23,0,0,5,763,1,False,True,False,0,2.766975428214566,0.21875,1,0,0.0,4616325.32,1042396.04,1
691,1,38,7,0.0,2,0,0,81617.4,0,0,4,833,2,True,False,False,0,0.0,0.1794871794871795,0,0,0.0,0.0,0.0,4
818,0,49,2,0.0,1,0,1,192298.84,1,1,4,544,2,True,False,False,1,0.0,0.04,0,0,0.96,0.0,0.0,4
739,1,41,5,0.0,2,0,0,143882.25,0,0,5,574,3,True,False,False,0,0.0,0.11904761904761904,0,0,0.0,0.0,0.0,4
639,0,50,6,115335.32,2,1,1,53130.41,0,0,3,508,4,True,False,False,2,2.1707558673861658,0.11764705882352941,1,0,0.0,5766766.0,692011.92,3
651,0,65,0,0.0,2,1,1,190454.04,0,0,4,700,3,True,False,False,2,0.0,0.0,0,0,0.0,0.0,0.0,4
779,0,26,0,0.0,2,0,1,111906.0,0,0,2,804,4,True,False,False,2,0.0,0.0,0,0,0.0,0.0,0.0,2
850,0,33,7,134678.13,1,1,0,113177.95,0,0,3,596,2,False,True,False,0,1.1899574081576125,0.20588235294117646,1,0,0.0,4444378.29,942746.91,0
829,1,38,9,0.0,2,1,0,30529.88,0,0,5,541,1,True,False,False,0,0.0,0.23076923076923078,0,0,0.0,0.0,0.0,3
579,1,31,2,90547.48,2,1,1,18800.13,0,0,1,304,2,False,True,False,2,4.816065842850935,0.0625,0,0,0.0,2806971.88,181094.96,2
510,1,32,9,103324.78,1,1,1,46127.7,0,0,3,244,2,True,False,False,1,2.2399239518997933,0.2727272727272727,1,0,0.0,3306392.96,929923.02,3
531,1,29,3,114590.58,1,0,0,75585.48,0,0,5,429,4,True,False,False,0,1.5160195315352694,0.1,1,0,0.0,3323126.82,343771.74,3
628,0,36,3,91286.51,1,1,0,63085.94,0,0,4,676,1,False,True,False,0,1.4469953686135355,0.08108108108108109,0,0,0.0,3286314.36,273859.52999999997,1
633,1,32,5,163340.12,2,1,1,74415.2,0,0,2,527,3,False,False,True,2,2.194953786944241,0.15151515151515152,1,0,0.0,5226883.84,816700.6,0
714,1,45,8,150900.29,2,0,1,139889.15,0,0,5,734,4,False,False,True,2,1.0787056129398676,0.17391304347826086,1,0,0.0,6790513.050000001,1207202.32,1
604,1,23,9,124577.33,1,1,1,7267.25,0,0,4,470,4,False,False,True,1,17.139934647267225,0.375,1,0,0.0,2865278.59,1121195.97,3
630,1,35,1,0.0,2,0,0,186826.22,0,0,1,548,3,False,False,True,0,0.0,0.027777777777777776,0,0,0.0,0.0,0.0,4
850,0,31,4,91292.7,1,1,1,162149.07,0,0,5,956,2,False,False,True,1,0.5630136329882558,0.125,0,0,0.0,2830073.6999999997,365170.8,1
788,0,57,8,93716.72,1,1,1,180150.49,1,1,1,696,2,False,True,False,1,0.5202106293986245,0.13793103448275862,0,0,0.99,5341853.04,749733.76,0
798,0,37,4,111723.08,1,1,1,83478.12,0,0,4,778,1,True,False,False,1,1.3383356221292224,0.10526315789473684,1,0,0.0,4133753.96,446892.32,1
770,1,45,4,110765.68,1,1,0,26163.74,1,1,1,550,2,False,True,False,0,4.233395019403976,0.08695652173913043,1,0,0.99,4984455.6,443062.72,2
569,1,25,9,173459.45,2,1,1,44381.06,0,0,3,255,2,False,True,False,2,3.908323543341612,0.34615384615384615,1,0,0.0,4336486.25,1561135.05,3
425,0,22,7,169649.73,2,0,1,136365.0,1,1,2,619,2,False,False,True,2,1.244076456008096,0.30434782608695654,1,0,0.98,3732294.06,1187548.11,0
547,0,31,9,0.0,2,0,0,99294.22,0,0,2,470,2,False,False,True,0,0.0,0.28125,0,0,0.0,0.0,0.0,4
725,1,45,8,116917.07,1,0,0,173464.43,1,1,5,489,2,False,True,False,0,0.6740078988649209,0.17391304347826086,1,0,0.95,5261268.15,935336.56,1
506,1,37,5,0.0,2,1,1,127543.81,0,0,4,837,1,True,False,False,2,0.0,0.13157894736842105,0,0,0.0,0.0,0.0,4
632,0,36,7,0.0,2,1,1,52526.65,0,0,5,257,4,True,False,False,2,0.0,0.1891891891891892,0,0,0.0,0.0,0.0,3
620,1,22,0,0.0,1,1,0,32589.45,0,0,3,911,2,True,False,False,0,0.0,0.0,0,0,0.0,0.0,0.0,2
663,1,32,8,130627.66,1,1,0,47161.25,1,1,4,423,1,False,True,False,0,2.769750382986393,0.24242424242424243,1,0,0.96,4180085.12,1045021.28,3
700,0,46,5,56580.95,2,0,1,45424.13,0,0,2,868,1,False,False,True,2,1.2455869691512165,0.10638297872340426,0,0,0.0,2602723.6999999997,282904.75,2
696,1,38,6,142316.14,1,1,1,8018.49,0,0,1,365,2,False,True,False,1,17.746283117754373,0.15384615384615385,1,0,0.0,5408013.32,853896.8400000001,0
767,1,31,6,0.0,2,1,1,195668.0,0,0,1,244,3,False,False,True,2,0.0,0.1875,0,0,0.0,0.0,0.0,4
561,1,56,7,152759.0,2,1,0,133167.11,1,1,2,377,2,True,False,False,0,1.147113974959921,0.12280701754385964,1,0,0.98,8554504.0,1069313.0,0
350,1,39,0,109733.2,2,0,0,123602.11,1,1,2,261,2,False,True,False,0,0.8877867231657844,0.0,1,0,0.98,4279594.8,0.0,0
706,1,54,9,117444.51,1,1,1,186238.85,0,0,2,344,3,True,False,False,1,0.6306089164053772,0.16363636363636364,1,0,0.0,6342003.54,1057000.5899999999,0
464,0,34,5,76001.57,1,1,1,158668.87,0,0,1,527,4,False,False,True,1,0.4789918211945343,0.14285714285714285,0,0,0.0,2584053.3800000004,380007.85000000003,0
501,0,34,3,107747.57,1,1,0,9249.36,0,0,5,396,2,True,False,False,0,11.647932621000697,0.08571428571428572,1,0,0.0,3663417.3800000004,323242.71,3
745,0,35,8,0.0,2,1,1,116581.1,0,0,1,879,3,False,False,True,2,0.0,0.2222222222222222,0,0,0.0,0.0,0.0,2
587,0,36,1,134997.49,2,1,0,44688.08,0,0,1,675,3,True,False,False,0,3.0208160472312247,0.02702702702702703,1,0,0.0,4859909.64,134997.49,2
667,0,48,2,0.0,2,1,1,148608.39,0,0,1,797,1,True,False,False,2,0.0,0.04081632653061224,0,0,0.0,0.0,0.0,4
737,1,36,9,0.0,1,0,1,188670.9,1,1,3,848,1,True,False,False,1,0.0,0.24324324324324326,0,0,0.97,0.0,0.0,4
485,0,30,7,0.0,1,1,0,107067.37,0,0,1,829,4,False,False,True,0,0.0,0.22580645161290322,0,0,0.0,0.0,0.0,2
590,0,37,0,64345.21,1,0,1,61759.33,1,1,5,282,2,False,False,True,1,1.0418534033092115,0.0,0,0,0.95,2380772.77,0.0,3
518,0,35,8,141665.63,1,0,1,192776.64,0,0,3,701,2,False,True,False,1,0.7348654646877096,0.2222222222222222,1,0,0.0,4958297.05,1133325.04,1
581,0,29,8,0.0,2,1,0,46735.19,0,0,4,977,3,False,False,True,0,0.0,0.26666666666666666,0,0,0.0,0.0,0.0,2
785,0,33,5,136624.6,2,1,1,169117.74,0,0,3,368,3,False,True,False,2,0.807861979104149,0.14705882352941177,1,0,0.0,4508611.8,683123.0,0
799,0,52,4,161209.66,1,1,1,89081.41,0,0,4,373,1,True,False,False,1,1.8096688223859232,0.07547169811320754,1,0,0.0,8382902.32,644838.64,3
698,1,38,10,95010.92,1,1,1,105227.86,0,0,4,227,1,False,False,True,1,0.9028979312329336,0.2564102564102564,0,0,0.0,3610414.96,950109.2,3
730,0,41,4,167545.32,1,1,0,128246.81,0,0,3,474,4,True,False,False,0,1.3064185657439298,0.09523809523809523,1,0,0.0,6869358.12,670181.28,0
740,0,36,4,109044.6,1,0,0,94554.74,1,1,2,887,4,False,True,False,0,1.1532308879397486,0.10810810810810811,1,0,0.98,3925605.6,436178.4,2
785,0,47,9,122031.55,1,1,1,33823.5,1,1,5,560,2,True,False,False,1,3.6077857765820633,0.1875,1,0,0.95,5735482.850000001,1098283.95,3
527,0,29,2,27755.97,1,1,0,97468.44,1,1,3,525,3,False,False,True,0,0.2847658712310238,0.06666666666666667,0,0,0.97,804923.13,55511.94,4
544,0,29,1,118560.55,1,1,1,164137.36,0,0,3,796,2,True,False,False,1,0.7223207908254963,0.03333333333333333,1,0,0.0,3438255.95,118560.55,1
705,1,61,4,0.0,2,1,1,191313.7,0,0,2,606,4,True,False,False,2,0.0,0.06451612903225806,0,0,0.0,0.0,0.0,4
684,1,34,9,0.0,2,1,1,65257.57,0,0,5,263,1,True,False,False,2,0.0,0.2571428571428571,0,0,0.0,0.0,0.0,3
639,0,28,8,97840.72,1,1,1,178222.77,0,0,2,260,4,False,False,True,1,0.548976828399489,0.27586206896551724,1,0,0.0,2739540.16,782725.76,0
565,0,38,2,158651.29,2,1,1,179445.28,0,0,4,805,3,False,True,False,2,0.8841157922025467,0.05128205128205128,1,0,0.0,6028749.0200000005,317302.58,1
481,1,44,9,175303.06,1,1,0,65500.53,1,1,4,408,3,True,False,False,0,2.67632007985157,0.2,1,0,0.96,7713334.64,1577727.54,3
731,1,25,8,96950.21,1,1,0,97877.92,0,0,5,448,3,False,False,True,0,0.9905116443867588,0.3076923076923077,0,0,0.0,2423755.25,775601.68,3
607,1,45,7,123859.6,1,0,1,113051.57,0,0,1,859,4,True,False,False,1,1.0955929617522184,0.15217391304347827,1,0,0.0,5573682.0,867017.2000000001,0
760,0,32,7,0.0,2,1,1,105969.05,0,0,4,843,1,True,False,False,2,0.0,0.21212121212121213,0,0,0.0,0.0,0.0,4
559,0,70,9,0.0,1,1,1,122996.76,0,0,4,765,4,True,False,False,1,0.0,0.1267605633802817,0,0,0.0,0.0,0.0,4
715,0,33,3,85227.84,1,1,1,68087.15,0,0,4,648,2,True,False,False,1,1.2517279438492601,0.08823529411764706,0,0,0.0,2812518.7199999997,255683.52,3
656,1,36,8,97786.08,2,0,1,21478.36,0,0,3,662,3,True,False,False,2,4.552560225258108,0.21621621621621623,1,0,0.0,3520298.88,782288.64,2
652,1,33,7,128135.99,1,1,0,158437.73,0,0,5,671,4,False,True,False,0,0.8087415873631403,0.20588235294117646,1,0,0.0,4228487.67,896951.93,1
624,1,33,6,0.0,2,0,0,76551.7,0,0,5,566,2,False,False,True,0,0.0,0.17647058823529413,0,0,0.0,0.0,0.0,4
634,1,36,2,85996.19,1,1,0,15887.68,0,0,4,552,1,False,False,True,0,5.412418778652475,0.05405405405405406,0,0,0.0,3095862.84,171992.38,3
850,0,50,10,0.0,2,1,1,33741.84,0,0,2,802,3,False,False,True,2,0.0,0.19607843137254902,0,0,0.0,0.0,0.0,2
659,0,39,1,104502.11,1,1,0,20652.69,0,0,5,966,4,False,True,False,0,5.05973073092508,0.025,1,0,0.0,4075582.29,104502.11,1
529,1,35,5,95772.97,1,1,1,112781.5,0,0,5,619,4,False,False,True,1,0.849182896282668,0.1388888888888889,0,0,0.0,3352053.95,478864.85,1
572,1,31,5,98108.79,1,0,1,119996.95,0,0,1,639,2,False,False,True,1,0.817587217114959,0.15625,1,0,0.0,3041372.4899999998,490543.94999999995,0
640,1,39,9,131607.28,4,0,1,6981.43,1,1,2,436,2,False,True,False,4,18.848349356885784,0.225,1,0,0.98,5132683.92,1184465.52,3
770,1,55,9,63127.41,2,1,0,185211.28,1,1,4,968,1,False,False,True,0,0.34083814528928646,0.16071428571428573,0,0,0.96,3472007.5500000003,568146.6900000001,1
648,1,35,7,0.0,2,1,1,78436.36,0,0,2,853,1,False,False,True,2,0.0,0.19444444444444445,0,0,0.0,0.0,0.0,2
579,1,31,9,0.0,1,0,1,139048.0,0,0,5,779,1,True,False,False,1,0.0,0.28125,0,0,0.0,0.0,0.0,4
589,0,36,9,140355.56,2,1,0,136329.96,0,0,2,236,3,False,True,False,0,1.0295208073059854,0.24324324324324326,1,0,0.0,5052800.16,1263200.04,0
530,0,36,2,0.0,2,1,1,14721.8,0,0,5,972,2,False,False,True,2,0.0,0.05405405405405406,0,0,0.0,0.0,0.0,2
831,1,30,2,0.0,2,0,1,3430.38,0,0,1,841,4,True,False,False,2,0.0,0.06451612903225806,0,0,0.0,0.0,0.0,2
790,1,24,7,107418.27,1,0,1,160450.21,0,0,1,726,3,False,True,False,1,0.6694762227096948,0.28,1,0,0.0,2578038.48,751927.89,0
656,1,35,6,0.0,2,1,0,1485.27,0,0,2,631,1,True,False,False,0,0.0,0.16666666666666666,0,0,0.0,0.0,0.0,2
563,1,32,6,0.0,2,1,1,19720.08,0,0,4,574,1,False,False,True,2,0.0,0.18181818181818182,0,0,0.0,0.0,0.0,3
667,1,39,7,167557.12,1,1,1,41183.02,0,0,1,385,4,False,False,True,1,4.068498412733871,0.175,1,0,0.0,6534727.68,1172899.8399999999,0
613,1,34,8,117300.02,1,1,0,139410.08,0,0,5,572,1,False,False,True,0,0.8413966809524753,0.22857142857142856,1,0,0.0,3988200.68,938400.16,1
429,1,60,7,0.0,2,1,1,163691.48,0,0,5,778,4,True,False,False,2,0.0,0.11475409836065574,0,0,0.0,0.0,0.0,4
665,0,23,9,143672.9,1,1,1,115147.33,0,0,3,640,1,True,False,False,1,1.2477202231243822,0.375,1,0,0.0,3304476.6999999997,1293056.0999999999,1
731,1,33,4,0.0,2,1,1,74945.11,0,0,3,383,2,True,False,False,2,0.0,0.11764705882352941,0,0,0.0,0.0,0.0,4
584,0,37,1,0.0,2,1,1,180363.56,0,0,2,684,1,True,False,False,2,0.0,0.02631578947368421,0,0,0.0,0.0,0.0,4
634,0,31,8,76798.92,1,0,0,196021.73,0,0,4,373,4,False,True,False,0,0.39178578933167596,0.25,0,0,0.0,2380766.52,614391.36,4
488,1,34,3,0.0,2,1,1,125979.36,0,0,1,974,2,True,False,False,2,0.0,0.08571428571428572,0,0,0.0,0.0,0.0,2
535,0,49,7,115309.75,1,1,0,111421.77,0,0,5,885,2,False,False,True,0,1.0348849701008151,0.14,1,0,0.0,5650177.75,807168.25,1
776,0,29,7,178171.04,2,1,1,115818.51,0,0,5,977,4,True,False,False,2,1.5383508357098041,0.23333333333333334,1,0,0.0,5166960.16,1247197.28,1
850,0,38,3,0.0,2,0,1,179360.76,0,0,2,729,4,False,False,True,2,0.0,0.07692307692307693,0,0,0.0,0.0,0.0,4
673,0,37,0,0.0,2,0,0,82351.06,0,0,1,602,3,False,False,True,0,0.0,0.0,0,0,0.0,0.0,0.0,2
850,0,45,5,127258.79,1,1,1,192744.23,1,1,3,380,1,False,True,False,1,0.6602435245738636,0.10869565217391304,1,0,0.97,5726645.55,636293.95,0
627,0,30,6,0.0,1,1,1,113408.47,0,0,4,320,4,False,False,True,1,0.0,0.1935483870967742,0,0,0.0,0.0,0.0,4
570,0,33,8,0.0,1,1,1,124641.42,0,0,5,943,3,True,False,False,1,0.0,0.23529411764705882,0,0,0.0,0.0,0.0,4
796,1,67,5,0.0,2,0,1,54871.02,0,0,3,726,2,False,False,True,2,0.0,0.07352941176470588,0,0,0.0,0.0,0.0,2
773,0,33,10,0.0,1,1,1,98820.09,0,0,4,610,1,False,False,True,1,0.0,0.29411764705882354,0,0,0.0,0.0,0.0,4
752,1,36,2,0.0,2,1,1,45570.84,0,0,1,251,1,False,False,True,2,0.0,0.05405405405405406,0,0,0.0,0.0,0.0,2
625,0,69,1,107569.96,1,1,1,182336.45,0,0,1,850,3,False,False,True,1,0.5899498978405149,0.014285714285714285,1,0,0.0,7422327.24,107569.96,0
535,1,20,9,134874.4,1,1,1,118825.56,0,0,2,640,2,False,True,False,1,1.1350526346971586,0.42857142857142855,1,0,0.0,2697488.0,1213869.5999999999,0
786,0,29,4,0.0,2,1,0,103372.79,0,0,4,245,1,True,False,False,0,0.0,0.13333333333333333,0,0,0.0,0.0,0.0,4
620,0,67,3,0.0,2,1,1,43486.73,0,0,5,404,2,True,False,False,2,0.0,0.04411764705882353,0,0,0.0,0.0,0.0,3
605,0,48,6,0.0,2,1,1,40062.99,0,0,2,457,4,False,False,True,2,0.0,0.12244897959183673,0,0,0.0,0.0,0.0,2
670,0,32,3,0.0,2,1,0,46175.7,0,0,5,325,1,False,False,True,0,0.0,0.09090909090909091,0,0,0.0,0.0,0.0,3
617,1,42,0,70105.87,1,1,1,120830.73,0,0,3,702,1,False,False,True,1,0.5801942089217791,0.0,0,0,0.0,2944446.54,0.0,1
595,1,41,9,0.0,2,1,0,5967.09,0,0,5,369,2,True,False,False,0,0.0,0.21428571428571427,0,0,0.0,0.0,0.0,3
687,0,29,4,78939.15,1,1,0,122134.56,1,1,4,892,1,False,True,False,0,0.6463240517339913,0.13333333333333333,0,0,0.96,2289235.3499999996,315756.6,1
757,1,30,6,105128.85,2,1,1,62972.13,0,0,2,871,4,False,True,False,2,1.6694239273163016,0.1935483870967742,1,0,0.0,3153865.5,630773.1000000001,2
746,1,31,2,113836.27,1,1,1,174815.54,0,0,3,537,1,False,False,True,1,0.6511756267456157,0.0625,1,0,0.0,3528924.37,227672.54,0
503,1,25,7,0.0,1,0,1,192841.13,0,0,1,417,1,False,False,True,1,0.0,0.2692307692307692,0,0,0.0,0.0,0.0,4
543,1,48,1,100900.5,1,0,0,33310.72,1,1,2,751,4,False,True,False,0,3.028978989977101,0.02040816326530612,1,0,0.98,4843224.0,100900.5,2
428,0,40,3,129248.11,2,1,0,72876.43,1,1,2,758,1,False,True,False,0,1.7734998338991923,0.07317073170731707,1,0,0.98,5169924.4,387744.33,0
768,0,28,3,109118.05,2,0,1,50911.41,0,0,3,803,1,True,False,False,2,2.1432505355766893,0.10344827586206896,1,0,0.0,3055305.4,327354.15,2
618,1,56,7,0.0,1,1,1,142400.27,1,1,5,444,4,True,False,False,1,0.0,0.12280701754385964,0,0,0.95,0.0,0.0,4
591,0,31,7,0.0,2,0,1,48778.46,0,0,4,406,3,True,False,False,2,0.0,0.21875,0,0,0.0,0.0,0.0,3
658,0,35,5,126397.66,1,0,0,156361.58,1,1,3,501,2,True,False,False,0,0.8083625890542354,0.1388888888888889,1,0,0.97,4423918.100000001,631988.3,0
625,1,36,9,108546.16,3,1,0,133807.77,1,1,5,330,2,True,False,False,0,0.8112036303749001,0.24324324324324326,1,0,0.95,3907661.7600000002,976915.4400000001,3
717,1,36,2,148061.89,1,1,0,179128.69,1,1,5,969,3,True,False,False,0,0.8265625313146023,0.05405405405405406,1,0,0.95,5330228.040000001,296123.78,1
667,1,44,8,122277.87,1,1,1,91810.71,0,0,5,950,3,True,False,False,1,1.331833052668336,0.17777777777777778,1,0,0.0,5380226.279999999,978222.96,1
804,1,24,3,0.0,2,1,0,173195.33,0,0,4,335,1,True,False,False,0,0.0,0.12,0,0,0.0,0.0,0.0,4
693,1,31,1,0.0,2,0,1,182270.88,0,0,1,304,1,True,False,False,2,0.0,0.03125,0,0,0.0,0.0,0.0,4
729,1,36,8,152899.24,2,1,0,177130.33,0,0,4,625,1,False,True,False,0,0.8631970414268328,0.21621621621621623,1,0,0.0,5504372.64,1223193.92,1
484,1,54,3,134388.11,1,0,0,49954.79,1,1,3,719,2,False,True,False,0,2.690140822515268,0.05454545454545454,1,0,0.97,7256957.9399999995,403164.32999999996,1
632,0,40,3,109740.62,1,1,0,141896.74,0,0,4,336,3,False,False,True,0,0.7733782088425087,0.07317073170731707,1,0,0.0,4389624.8,329221.86,3
536,1,23,6,92366.72,2,1,0,120661.71,0,0,2,733,4,False,True,False,0,0.7654951558770725,0.25,0,0,0.0,2124434.56,554200.3200000001,0
573,0,26,4,129109.02,1,0,0,149814.68,1,1,4,743,3,True,False,False,0,0.8617857623447693,0.14814814814814814,1,0,0.96,3356834.52,516436.08,1
655,0,56,5,0.0,2,1,1,41782.7,0,0,2,979,3,False,False,True,2,0.0,0.08771929824561403,0,0,0.0,0.0,0.0,2
666,1,74,7,105102.5,1,1,1,46172.47,0,0,2,832,4,False,True,False,1,2.276253008491673,0.09333333333333334,1,0,0.0,7777585.0,735717.5,2
726,1,30,5,111375.32,2,1,0,2704.09,0,0,4,622,3,False,True,False,0,41.1725007301051,0.16129032258064516,1,0,0.0,3341259.6,556876.6000000001,3
523,1,39,3,0.0,2,1,0,6726.53,0,0,1,907,3,True,False,False,0,0.0,0.075,0,0,0.0,0.0,0.0,2
728,0,33,9,150412.14,2,1,0,170764.08,0,0,2,499,4,False,True,False,0,0.880813220126738,0.2647058823529412,1,0,0.0,4963600.62,1353709.2600000002,0
701,1,30,3,156660.72,2,1,0,45742.42,0,0,3,257,2,True,False,False,0,3.424770600886423,0.0967741935483871,1,0,0.0,4699821.6,469982.16000000003,3
518,1,38,3,90957.81,1,0,1,162304.59,0,0,4,846,3,True,False,False,1,0.5604108275013818,0.07692307692307693,0,0,0.0,3456396.78,272873.43,1
739,1,37,7,104960.46,1,0,1,80883.82,0,0,5,384,1,True,False,False,1,1.2976533792125642,0.18421052631578946,1,0,0.0,3883537.02,734723.2200000001,3
531,0,31,7,117052.82,1,1,0,118508.09,1,1,1,482,1,False,True,False,0,0.9877117443058588,0.21875,1,0,0.99,3628637.4200000004,819369.74,0
452,1,44,3,88915.85,1,1,0,69697.74,0,0,3,474,2,False,False,True,0,1.2757167489684893,0.06666666666666667,0,0,0.0,3912297.4000000004,266747.55000000005,3
684,1,45,6,148071.39,1,1,0,183575.01,0,0,3,895,4,True,False,False,0,0.8065944455378457,0.13043478260869565,1,0,0.0,6663212.550000001,888428.3400000001,1
728,1,39,6,152182.83,1,0,0,161203.6,0,0,4,256,4,False,True,False,0,0.944035281871609,0.15,1,0,0.0,5935130.369999999,913096.98,0
783,1,39,9,0.0,2,1,0,143752.77,0,0,4,301,4,False,False,True,0,0.0,0.225,0,0,0.0,0.0,0.0,4
734,1,22,5,130056.23,1,0,0,121894.31,1,1,4,830,1,True,False,False,0,1.0669502378721545,0.21739130434782608,1,0,0.96,2861237.06,650281.15,1
648,1,34,3,95039.73,2,1,1,147055.87,0,0,3,681,4,False,True,False,2,0.646278749166904,0.08571428571428572,0,0,0.0,3231350.82,285119.19,1
688,1,52,1,0.0,2,1,1,172033.57,0,0,1,635,4,True,False,False,2,0.0,0.018867924528301886,0,0,0.0,0.0,0.0,4
680,1,35,9,0.0,2,0,0,143774.06,0,0,5,590,3,False,False,True,0,0.0,0.25,0,0,0.0,0.0,0.0,4
516,0,43,2,112773.73,2,1,1,139366.58,0,0,3,239,1,True,False,False,2,0.8091819489152355,0.045454545454545456,1,0,0.0,4849270.39,225547.46,0
680,0,37,10,123806.28,1,1,0,81776.84,1,1,4,997,2,True,False,False,0,1.5139343372238738,0.2631578947368421,1,0,0.96,4580832.36,1238062.8,1
604,1,53,8,144453.75,1,1,0,190998.96,1,1,3,985,4,True,False,False,0,0.7563025144089036,0.14814814814814814,1,0,0.97,7656048.75,1155630.0,1
624,1,27,9,94667.29,2,0,1,4470.52,0,0,1,958,3,False,True,False,2,21.171165509714815,0.32142857142857145,0,0,0.0,2556016.8299999996,852005.61,2
623,1,21,10,0.0,2,0,1,135851.3,0,0,2,285,3,True,False,False,2,0.0,0.45454545454545453,0,0,0.0,0.0,0.0,4
624,1,51,5,174397.21,2,1,1,172372.63,0,0,2,955,3,False,False,True,2,1.011739498669257,0.09615384615384616,1,0,0.0,8894257.709999999,871986.0499999999,1
565,0,58,3,108888.24,3,0,1,135875.51,1,1,3,936,3,False,True,False,3,0.801376485162888,0.05084745762711865,1,0,0.97,6315517.92,326664.72000000003,1
565,1,55,4,118803.35,2,1,1,128124.7,1,1,2,535,2,True,False,False,2,0.9272405926367623,0.07142857142857142,1,0,0.98,6534184.25,475213.4,0
710,1,54,6,171137.62,1,1,1,167023.95,1,1,4,451,2,True,False,False,1,1.0246230877482674,0.10909090909090909,1,0,0.96,9241431.48,1026825.72,0
645,1,42,6,0.0,1,0,0,149807.01,0,0,1,750,2,True,False,False,0,0.0,0.13953488372093023,0,0,0.0,0.0,0.0,4
707,1,33,8,136678.52,1,1,0,54290.62,0,0,4,842,1,True,False,False,0,2.5174883342954213,0.23529411764705882,1,0,0.0,4510391.159999999,1093428.16,1
655,0,36,1,135515.76,1,1,0,86013.96,0,0,4,779,4,False,False,True,0,1.575490589078923,0.02702702702702703,1,0,0.0,4878567.36,135515.76,1
705,0,24,5,177799.83,2,0,0,79886.06,0,0,2,443,2,False,False,True,0,2.2256399221601093,0.2,1,0,0.0,4267195.92,888999.1499999999,0
358,0,52,8,143542.36,3,1,0,141959.11,1,1,4,976,1,False,False,True,0,1.0111457366439065,0.1509433962264151,1,0,0.96,7464202.719999999,1148338.88,1
578,1,34,8,147487.23,2,1,0,66680.77,0,0,3,908,1,False,True,False,0,2.21180736504145,0.22857142857142856,1,0,0.0,5014565.82,1179897.84,1
800,0,40,5,97764.41,1,1,0,98640.15,1,1,3,889,3,True,False,False,0,0.9911118230069298,0.12195121951219512,1,0,0.97,3910576.4000000004,488822.05000000005,1
612,0,33,9,0.0,1,0,0,142797.5,1,1,3,758,1,True,False,False,0,0.0,0.2647058823529412,0,0,0.97,0.0,0.0,4
681,0,48,8,139480.18,1,1,1,163581.67,0,0,1,420,2,False,True,False,1,0.8526586587686824,0.16326530612244897,1,0,0.0,6695048.64,1115841.44,0
559,1,25,5,0.0,2,1,1,163221.22,0,0,3,897,1,False,False,True,2,0.0,0.19230769230769232,0,0,0.0,0.0,0.0,4
488,0,39,9,140553.46,1,0,0,12440.44,0,0,3,243,3,False,False,True,0,11.297201931609202,0.225,1,0,0.0,5481584.9399999995,1264981.14,3
717,0,36,5,0.0,2,1,1,145551.6,0,0,5,412,1,True,False,False,2,0.0,0.13513513513513514,0,0,0.0,0.0,0.0,4
666,0,41,10,141162.08,1,1,0,50908.48,0,0,2,510,1,True,False,False,0,2.7728053792731724,0.23809523809523808,1,0,0.0,5787645.279999999,1411620.7999999998,0
582,1,26,4,65848.36,2,1,0,30149.21,0,0,1,518,1,False,False,True,0,2.1840099952869316,0.14814814814814814,0,0,0.0,1712057.36,263393.44,2
733,0,30,0,83319.28,1,0,0,57769.2,0,0,2,627,3,False,False,True,0,1.4422536186476764,0.0,0,0,0.0,2499578.4,0.0,2
693,1,41,4,0.0,2,0,0,156381.47,0,0,4,448,3,True,False,False,0,0.0,0.09523809523809523,0,0,0.0,0.0,0.0,4
